"","V1","V2","V3"
"1",0.40428978635684,0.258814137436198,0.549765435277481
"2",0.453360113026233,0.318729039510317,0.587991186542148
"3",0.501092172955645,0.376640720666934,0.625543625244356
"4",0.547485966145078,0.432524623227186,0.662447309062969
"5",0.59254149259453,0.486353364150358,0.698729621038702
"6",0.636258752304001,0.538097334863822,0.734420169744181
"7",0.678637745273493,0.587726014063388,0.769549476483597
"8",0.719678471503004,0.635210288182043,0.804146654823964
"9",0.759380930992534,0.680526018378984,0.838235843606085
"10",0.797745123742085,0.723658861517885,0.871831385966284
"11",0.834771049751655,0.764609890481979,0.904932209021331
"12",0.870458709021244,0.803400941509911,0.937516476532578
"13",0.904808101550854,0.840078135553721,0.969538067547987
"14",0.937819227340483,0.874712101387189,1.00092635329378
"15",0.969492086390132,0.907394288630524,1.03158988414974
"16",0.9998266786998,0.93823007729955,1.06142328010005
"17",1.02882300426949,0.967330429035737,1.09031557950324
"18",1.0564810630992,0.994804020066344,1.11815810613205
"19",1.08280085518892,1.02075119724202,1.14485051313583
"20",1.10778238053867,1.0452602089597,1.17030455211764
"21",1.13142563914844,1.06840546131704,1.19444581697984
"22",1.15373063101822,1.0902472173121,1.21721404472434
"23",1.17469735614803,1.11083212530968,1.23856258698638
"24",1.19432581453785,1.13019408379599,1.25845754527972
"25",1.2126160061877,1.14835510542647,1.27687690694893
"26",1.22956793109757,1.16532597604404,1.29380988615109
"27",1.24518158926745,1.18110659863833,1.30925657989657
"28",1.25945698069735,1.19568597501006,1.32322798638465
"29",1.27239410538728,1.20904182416287,1.33574638661168
"30",1.28399296333722,1.22113988321887,1.34684604345557
"31",1.29425355454719,1.23193300119089,1.35657410790348
"32",1.30317587901717,1.24136023370652,1.36499152432781
"33",1.31075993674717,1.2493462851065,1.37217358838784
"34",1.31700572773719,1.25580180769645,1.37820964777794
"35",1.32191325198724,1.26062519489403,1.38320130908045
"36",1.3254825094973,1.26370647165936,1.38725854733523
"37",1.32771350026738,1.26493353465995,1.39049346587481
"38",1.32860622429748,1.2642002557271,1.39301219286786
"39",1.3281606815876,1.26141503193664,1.39490633123856
"40",1.32637687213774,1.25650775617114,1.39624598810435
"41",1.3232547959479,1.24943341913894,1.39707617275687
"42",1.31879445301808,1.24017166797566,1.3974172380605
"43",1.31299584334828,1.22872302086197,1.39726866583459
