"","V1","V2","V3"
"1",0.945025729982087,0.136208500365623,1.75384295959855
"2",0.997815335108585,0.193960590377725,1.80167007983944
"3",1.05060494023508,0.251464674576731,1.84974520589344
"4",1.10339454536158,0.308716339019535,1.89807275170363
"5",1.15618415048808,0.365711309119165,1.94665699185699
"6",1.20897375561458,0.42244546742845,1.99550204380071
"7",1.26176336074108,0.478914871465866,2.04461185001629
"8",1.31455296586757,0.535115771430281,2.09399016030487
"9",1.36734257099407,0.591044627642165,2.14364051434598
"10",1.42013217612057,0.646698127541865,2.19356622469928
"11",1.47292178124707,0.702073202071096,2.24377036042304
"12",1.52571138637357,0.757167041262169,2.29425573148496
"13",1.57850099150006,0.811977108860965,2.34502487413917
"14",1.63129059662656,0.86650115581435,2.39608003743878
"15",1.68408020175306,0.920737232460806,2.44742317104532
"16",1.73686980687956,0.974683699274403,2.49905591448472
"17",1.78965941200606,1.02833923602686,2.55097958798526
"18",1.84244901713256,1.08170284924998,2.60319518501514
"19",1.89523862225905,1.13477387790112,2.65570336661699
"20",1.94802822738555,1.18755199715672,2.70850445761438
"21",2.00081783251205,1.24003722028337,2.76159844474073
"22",2.05360743763855,1.29222989856127,2.81498497671582
"23",2.10639704276505,1.34413071926124,2.86866336626885
"24",2.15918664789154,1.39574070170218,2.92263259408091
"25",2.21197625301804,1.44706119144176,2.97689131459433
"26",2.26476585814454,1.49809385267684,3.03143786361224
"27",2.31755546327104,1.54884065895295,3.08627026758913
"28",2.37034506839754,1.59930388230172,3.14138625449336
"29",2.42313467352404,1.64948608094299,3.19678326610508
"30",2.47592427865053,1.69939008570245,3.25245847159861
"31",2.52871388377703,1.74901898530664,3.30840878224742
"32",2.58150348890353,1.79837611072531,3.36463086708175
"33",2.63429309403003,1.8474650187352,3.42112116932485
"34",2.68708269915653,1.89628947488083,3.47787592343222
"35",2.73987230428302,1.94485343600576,3.53489117256029
"36",2.79266190940952,1.99316103252339,3.59216278629566
"37",2.84545151453602,2.04121655058901,3.64968647848304
"38",2.89824111966252,2.0890244143256,3.70745782499944
"39",2.95103072478902,2.13658916824482,3.76547228133322
"40",3.00382032991552,2.18391545999202,3.82372519983901
"41",3.05660993504201,2.23100802353095,3.88221184655307
"42",3.10939954016851,2.27787166286945,3.94092741746758
"43",3.16218914529501,2.32451123641321,3.99986705417681
